Q1_Vehicle_Year,Q2_Vehicle_Brand,Q3_Aesthetic_Style,Q4_Friction_Wobble,Q4_Friction_Aesthetic,Q4_Friction_Block,Q4_Friction_Degradation,Q5_Rattle_Severity_Scale,Q6_Module_MagSafe,Q6_Module_BeverageLock,Q6_Module_BagHook,Q6_Module_Telemetry,Q6_Module_Tray,Q7_Primary_Concern,Q8_Price_Too_Cheap,Q9_Price_Bargain,Q10_Price_Expensive,Q11_Price_Too_Expensive,Q12_Reserve_Slot_Intent,Q13_Vehicle_Text,Segment
2022,Hyundai,The Functionalist,1,0,0,1,4,0,1,0,0,0,The Footprint,51,83,117,204,0,Hyundai Verna,Practical_Upgrader
2021,BMW,The Enthusiast/Builder,1,1,0,1,5,1,0,0,1,1,The Interaction,65,104,313,455,1,BMW M3 Competition,Elite_Enthusiast
2021,Audi,The Purist,1,1,1,1,3,1,0,1,0,0,The Dash Fit,76,210,240,379,1,Audi RS6 Avant,Elite_Enthusiast
2026,Audi,The Enthusiast/Builder,1,1,1,1,3,1,0,1,1,1,The Footprint,77,100,450,480,1,Audi A4 S-Line,Elite_Enthusiast
2021,Mercedes-Benz,The Enthusiast/Builder,1,1,1,1,4,1,1,0,1,0,The Dash Fit,75,215,362,392,1,Mercedes AMG C63,Elite_Enthusiast
2025,Audi,The Enthusiast/Builder,1,1,1,0,4,1,0,0,1,0,The Dash Fit,110,178,450,503,1,Audi RS6 Avant,Elite_Enthusiast
2023,BMW,The Purist,0,1,1,1,4,1,0,0,0,0,The Rigidity,63,103,195,284,1,BMW 5 Series xDrive,Tech_Purist
2021,Audi,The Purist,1,1,0,0,4,1,1,1,0,0,The Footprint,135,164,354,700,1,Audi A4 S-Line,Elite_Enthusiast
2025,Land Rover,The Purist,0,0,1,1,3,1,1,1,0,1,The Rigidity,30,172,204,348,0,Range Rover Sport HSE,Family_WorkMom
2018,Honda,The Purist,1,0,1,1,2,1,1,0,0,0,The Footprint,25,48,115,300,0,Honda City ZX,Practical_Upgrader
2023,Mercedes-Benz,The Enthusiast/Builder,0,1,1,1,3,1,0,0,1,1,The Dash Fit,121,239,282,372,1,Mercedes EQS 580,Elite_Enthusiast
2017,Honda,The Functionalist,1,1,1,1,3,0,0,1,0,1,The Dash Fit,26,52,67,119,0,Honda Amaze,Practical_Upgrader
2022,Mercedes-Benz,The Purist,0,1,0,1,3,1,1,1,1,0,The Dash Fit,44,103,209,339,1,Mercedes AMG C63,Family_WorkMom
2021,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,4,1,1,0,1,0,The Footprint,89,137,167,375,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2023,Porsche,The Purist,0,1,0,0,2,1,0,0,1,1,The Rigidity,49,154,321,483,0,Porsche 911 Carrera S,Tech_Purist
2026,Mercedes-Benz,The Purist,1,1,0,1,4,1,0,0,0,0,The Footprint,83,129,209,291,1,Mercedes EQS 580,Tech_Purist
2016,Honda,The Functionalist,1,0,0,1,4,1,0,0,0,1,The Dash Fit,21,81,96,116,0,Honda Amaze,Practical_Upgrader
2024,Tesla,The Purist,1,0,0,1,3,1,1,0,0,1,The Interaction,52,103,247,502,1,Tesla Model S Plaid,Tech_Purist
2017,Hyundai,The Purist,1,0,1,1,3,0,1,1,0,1,The Footprint,29,39,93,141,0,Hyundai Verna,Practical_Upgrader
2024,Land Rover,The Functionalist,1,1,1,1,5,0,1,1,0,1,The Rigidity,50,88,216,305,1,Range Rover Sport HSE,Family_WorkMom
2021,Audi,The Enthusiast/Builder,1,0,1,1,4,1,1,0,1,0,The Dash Fit,89,185,262,385,1,Audi RS6 Avant,Elite_Enthusiast
2026,Audi,The Purist,0,1,0,0,4,1,1,1,1,0,The Footprint,100,158,313,527,1,Audi Q8 e-tron,Tech_Purist
2018,Kia,The Functionalist,1,1,1,1,2,0,0,1,0,1,The Dash Fit,38,79,94,157,0,Kia Sonet GT Line,Practical_Upgrader
2016,Honda,The Functionalist,1,0,0,1,4,0,0,1,0,1,The Dash Fit,31,99,131,151,0,Honda CR-V Sport,Practical_Upgrader
2018,Tesla,The Purist,0,0,1,1,2,0,1,0,1,1,The Rigidity,62,116,234,259,0,Tesla Model Y Performance,Family_WorkMom
2019,Land Rover,The Purist,1,0,0,0,5,1,1,1,0,1,The Dash Fit,61,101,221,246,1,Land Rover Discovery 5,Family_WorkMom
2024,Tesla,The Purist,0,1,1,0,4,1,0,0,1,0,The Rigidity,55,190,215,272,1,Tesla Model Y Performance,Tech_Purist
2021,Audi,The Enthusiast/Builder,1,0,0,1,5,1,1,1,0,1,The Footprint,53,83,146,310,1,Audi RS6 Avant,Family_WorkMom
2021,Honda,The Enthusiast/Builder,0,0,0,1,4,1,0,1,0,1,The Rigidity,21,44,184,204,0,Honda Amaze,Practical_Upgrader
2017,Toyota,The Purist,1,0,0,1,4,1,1,0,0,1,The Footprint,26,68,117,200,0,Toyota Camry SE,Practical_Upgrader
2020,Tesla,The Purist,0,1,1,0,4,1,1,1,0,1,The Dash Fit,52,154,174,206,1,Tesla Model X,Family_WorkMom
2024,Audi,The Purist,0,1,0,1,5,1,0,0,1,1,The Interaction,70,148,186,394,1,Audi Q8 e-tron,Tech_Purist
2024,BMW,The Purist,0,0,1,0,5,1,0,0,0,1,The Footprint,55,123,332,479,1,BMW X5 M,Tech_Purist
2021,BMW,The Enthusiast/Builder,1,1,1,0,4,1,0,0,1,1,The Rigidity,66,119,264,442,1,BMW M4 CSL,Elite_Enthusiast
2015,Toyota,The Functionalist,1,1,1,1,5,1,1,1,0,1,The Rigidity,27,82,110,167,1,Toyota Innova Crysta,Practical_Upgrader
2018,Land Rover,The Enthusiast/Builder,0,0,1,1,4,1,1,0,0,1,The Dash Fit,35,165,185,400,0,Land Rover Defender 110,Family_WorkMom
2020,Honda,The Functionalist,1,0,1,1,3,1,1,1,0,1,The Footprint,43,53,145,165,0,Honda Civic Type R,Practical_Upgrader
2023,BMW,The Purist,1,1,1,1,4,1,0,0,1,0,The Footprint,55,123,320,902,1,BMW M3 Competition,Family_WorkMom
2018,Hyundai,The Purist,0,1,1,1,2,1,1,0,0,1,The Dash Fit,40,50,103,123,0,Hyundai Verna,Practical_Upgrader
2024,Land Rover,The Purist,1,0,1,1,1,1,1,1,0,1,The Dash Fit,72,115,135,307,0,Range Rover Sport HSE,Family_WorkMom
2025,Porsche,The Functionalist,1,1,0,1,3,1,0,0,1,1,The Dash Fit,69,171,230,449,1,Porsche 911 Carrera S,Elite_Enthusiast
2019,Other,The Functionalist,1,0,1,1,3,1,0,1,1,1,The Footprint,41,59,88,157,1,Skoda Kushaq,Practical_Upgrader
2025,BMW,The Enthusiast/Builder,1,1,1,1,4,1,0,0,0,1,The Rigidity,110,130,323,661,1,BMW M4 CSL,Elite_Enthusiast
2020,BMW,The Functionalist,0,0,1,1,4,1,0,1,0,1,The Footprint,66,112,250,350,0,BMW M3 Competition,Family_WorkMom
2015,Toyota,The Functionalist,1,0,0,1,5,1,0,1,1,1,The Footprint,41,51,66,200,1,Toyota Camry SE,Practical_Upgrader
2016,Honda,The Functionalist,0,1,1,1,3,0,1,1,0,1,The Rigidity,21,68,89,110,0,Honda City ZX,Practical_Upgrader
2021,Tesla,The Purist,1,0,0,1,4,1,0,0,1,1,The Footprint,74,142,380,405,1,Tesla Model 3 Long Range,Tech_Purist
2024,BMW,The Enthusiast/Builder,0,1,0,0,2,1,1,0,0,0,The Rigidity,102,149,200,463,0,BMW M3 Competition,Tech_Purist
2025,Ford,The Functionalist,0,1,1,1,1,1,0,1,0,1,The Footprint,66,111,219,244,0,Ford Raptor R,Family_WorkMom
2018,Land Rover,The Functionalist,0,1,1,1,4,1,1,0,0,1,The Footprint,40,143,185,290,0,Land Rover Defender 110,Family_WorkMom
2019,Tesla,The Purist,0,1,0,1,4,1,1,1,0,0,The Footprint,60,120,140,468,1,Tesla Model 3 Long Range,Family_WorkMom
2023,Tesla,The Purist,0,1,1,0,4,1,0,0,1,0,The Dash Fit,69,126,278,391,1,Tesla Model Y Performance,Tech_Purist
2026,Tesla,The Purist,1,1,0,1,2,1,0,0,0,0,The Footprint,83,157,303,547,0,Tesla Model S Plaid,Tech_Purist
2023,Tesla,The Enthusiast/Builder,0,1,1,0,4,0,0,0,1,0,The Dash Fit,86,127,174,580,1,Tesla Model 3 Long Range,Tech_Purist
2024,Tesla,The Purist,1,1,0,1,3,1,0,0,0,1,The Rigidity,62,116,145,404,1,Tesla Model S Plaid,Tech_Purist
2019,Mercedes-Benz,The Purist,1,0,0,0,3,1,0,1,1,1,The Dash Fit,94,114,342,383,1,Mercedes AMG C63,Elite_Enthusiast
2019,Jeep,The Functionalist,1,1,1,1,1,1,1,1,0,0,The Dash Fit,120,135,172,220,0,Jeep Grand Cherokee L,Family_WorkMom
2026,Porsche,The Purist,1,1,0,0,3,0,1,1,1,1,The Rigidity,132,152,240,551,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2026,Audi,The Functionalist,0,0,1,1,3,0,0,1,0,0,The Rigidity,33,136,320,364,0,Audi A4 S-Line,Family_WorkMom
2018,Tesla,The Functionalist,0,0,1,1,2,1,0,1,0,1,The Footprint,68,149,320,456,0,Tesla Model Y Performance,Family_WorkMom
2023,Nissan,The Functionalist,1,0,0,1,5,0,0,0,0,0,The Dash Fit,37,79,94,187,0,Nissan Kicks,Practical_Upgrader
2023,Land Rover,The Purist,0,0,1,1,3,1,1,1,0,1,The Footprint,38,96,116,343,0,Range Rover Sport HSE,Family_WorkMom
2025,Mercedes-Benz,The Enthusiast/Builder,0,1,0,1,3,0,1,0,1,0,The Rigidity,74,228,335,624,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2023,Audi,The Enthusiast/Builder,1,1,1,0,3,0,0,0,0,0,The Interaction,65,223,450,560,1,Audi A4 S-Line,Elite_Enthusiast
2024,Porsche,The Functionalist,1,1,1,0,4,1,0,0,0,0,The Interaction,84,141,209,458,1,Porsche Cayman 718 GT4,Tech_Purist
2023,Other,The Enthusiast/Builder,0,1,1,0,2,1,0,1,1,1,The Footprint,42,118,143,295,0,Skoda Kushaq,Tech_Purist
2024,Porsche,The Enthusiast/Builder,0,1,0,0,5,1,0,0,1,0,The Footprint,109,190,303,469,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2021,Ford,The Purist,1,0,1,0,5,1,1,0,0,0,The Footprint,11,146,243,365,1,Ford Mustang GT500,Elite_Enthusiast
2020,Tesla,The Purist,0,1,1,1,3,1,0,0,1,0,The Footprint,79,103,204,229,0,Tesla Model Y Performance,Tech_Purist
2022,BMW,The Enthusiast/Builder,1,1,0,0,4,1,0,0,1,0,The Dash Fit,82,118,306,336,1,BMW M4 CSL,Elite_Enthusiast
2020,Honda,The Functionalist,0,1,0,1,1,1,1,0,0,0,The Rigidity,34,57,164,184,0,Honda Amaze,Practical_Upgrader
2022,BMW,The Functionalist,1,1,0,0,4,1,0,1,0,0,The Rigidity,40,91,248,276,1,BMW X5 M,Tech_Purist
2024,Porsche,The Functionalist,1,0,0,0,4,1,0,0,1,0,The Rigidity,60,245,370,521,1,Porsche Macan GTS,Elite_Enthusiast
2026,Audi,The Enthusiast/Builder,0,1,0,1,4,1,0,0,0,0,The Rigidity,75,186,241,474,1,Audi Q8 e-tron,Elite_Enthusiast
2015,Hyundai,The Functionalist,1,0,0,1,2,1,0,1,0,0,The Rigidity,25,95,110,214,0,Hyundai Tucson,Practical_Upgrader
2023,Mercedes-Benz,The Functionalist,0,1,0,1,4,1,0,1,1,0,The Dash Fit,55,92,212,386,1,Mercedes AMG C63,Family_WorkMom
2021,Mercedes-Benz,The Enthusiast/Builder,0,0,1,1,3,1,0,1,0,0,The Rigidity,88,122,146,304,0,Mercedes AMG C63,Family_WorkMom
2021,Honda,The Enthusiast/Builder,1,0,1,1,2,1,1,1,0,1,The Dash Fit,57,90,130,188,0,Honda Civic Type R,Practical_Upgrader
2015,Honda,The Functionalist,0,0,1,0,4,1,0,1,0,0,The Rigidity,40,85,100,120,0,Honda CR-V Sport,Practical_Upgrader
2019,Toyota,The Purist,1,0,1,1,3,0,1,0,0,1,The Footprint,33,47,72,119,0,Toyota Corolla Cross,Practical_Upgrader
2025,Tesla,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,1,The Rigidity,140,160,272,297,1,Tesla Model S Plaid,Tech_Purist
2025,Tesla,The Functionalist,0,1,1,1,2,1,1,1,0,0,The Footprint,30,82,320,345,0,Tesla Model X,Family_WorkMom
2024,BMW,The Enthusiast/Builder,1,1,0,0,5,1,1,1,1,0,The Interaction,107,204,250,676,1,BMW 5 Series xDrive,Elite_Enthusiast
2023,Tesla,The Purist,0,1,0,0,4,1,0,0,1,0,The Interaction,55,204,279,304,1,Tesla Model S Plaid,Tech_Purist
2024,Mercedes-Benz,The Purist,1,1,1,0,2,1,1,0,1,0,The Footprint,53,78,346,371,1,Mercedes GLE 53 AMG,Tech_Purist
2024,Jeep,The Purist,1,1,1,1,4,1,0,1,0,0,The Footprint,30,125,166,191,1,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2018,Honda,The Functionalist,0,0,0,1,3,1,0,1,0,1,The Interaction,54,64,91,131,0,Honda City ZX,Practical_Upgrader
2019,Audi,The Functionalist,0,1,1,1,5,0,1,1,1,0,The Rigidity,60,110,439,469,1,Audi A4 S-Line,Elite_Enthusiast
2025,Tesla,The Functionalist,0,1,1,0,2,1,0,1,0,0,The Dash Fit,55,70,126,369,0,Tesla Model X,Family_WorkMom
2024,BMW,The Enthusiast/Builder,1,1,0,1,5,1,0,0,1,0,The Rigidity,100,277,447,477,1,BMW M4 CSL,Elite_Enthusiast
2023,Jeep,The Purist,0,1,1,1,3,0,1,1,0,1,The Dash Fit,64,98,320,446,0,Jeep Gladiator Mojave,Family_WorkMom
2021,BMW,The Purist,1,0,0,0,5,1,0,1,1,1,The Dash Fit,94,174,450,530,1,BMW M4 CSL,Elite_Enthusiast
2024,BMW,The Enthusiast/Builder,1,0,0,0,4,1,0,1,1,0,The Dash Fit,143,163,343,381,1,BMW 5 Series xDrive,Elite_Enthusiast
2022,Other,The Enthusiast/Builder,1,0,0,0,5,1,0,0,1,1,The Interaction,152,260,301,700,1,Genesis GV80,Elite_Enthusiast
2024,Porsche,The Purist,1,1,1,0,5,1,0,0,0,1,The Interaction,113,137,380,405,1,Porsche Cayman 718 GT4,Tech_Purist
2021,BMW,The Purist,1,1,1,0,3,1,1,0,1,1,The Footprint,62,174,220,374,1,BMW X5 M,Tech_Purist
2024,BMW,The Purist,0,1,0,0,5,1,0,0,1,0,The Footprint,101,135,160,407,1,BMW X5 M,Tech_Purist
2023,Hyundai,The Functionalist,1,0,1,1,5,0,1,0,0,1,The Interaction,26,78,122,230,0,Hyundai Tucson,Practical_Upgrader
2018,Tesla,The Purist,0,1,1,1,3,0,1,1,0,1,The Dash Fit,75,161,181,395,0,Tesla Model S Plaid,Family_WorkMom
2026,Land Rover,The Functionalist,0,0,1,0,4,0,1,1,0,1,The Dash Fit,108,123,320,345,0,Land Rover Discovery 5,Family_WorkMom
2017,Toyota,The Functionalist,1,1,0,1,3,0,1,0,0,0,The Footprint,25,65,123,195,0,Toyota Corolla Cross,Practical_Upgrader
2025,BMW,The Purist,0,0,1,1,4,1,1,0,1,0,The Dash Fit,67,186,243,285,1,BMW M4 CSL,Elite_Enthusiast
2020,Hyundai,The Functionalist,1,1,1,1,1,1,1,0,0,1,The Dash Fit,25,48,116,209,0,Hyundai Creta SX,Practical_Upgrader
2023,Porsche,The Enthusiast/Builder,0,1,1,1,3,1,0,0,1,0,The Footprint,60,182,212,538,1,Porsche Macan GTS,Elite_Enthusiast
2020,Nissan,The Purist,0,0,1,1,3,0,0,1,0,1,The Interaction,27,44,126,146,0,Nissan Magnite Turbo,Practical_Upgrader
2025,Ford,The Enthusiast/Builder,1,1,0,1,4,0,1,1,1,0,The Rigidity,81,101,397,570,1,Ford Bronco Wildtrak,Elite_Enthusiast
2017,Kia,The Functionalist,1,1,1,1,2,1,1,1,0,1,The Footprint,33,43,142,162,0,Kia Seltos HTX,Practical_Upgrader
2021,Jeep,The Purist,1,1,1,1,5,0,1,1,0,1,The Dash Fit,46,200,220,387,1,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2019,Maruti Suzuki,The Purist,1,0,1,1,4,0,1,1,0,1,The Rigidity,39,67,108,166,0,Maruti Brezza ZXI,Practical_Upgrader
2025,Porsche,The Functionalist,1,1,0,1,2,0,0,0,1,0,The Footprint,97,161,450,480,0,Porsche Macan GTS,Elite_Enthusiast
2025,Audi,The Purist,0,0,0,0,4,0,0,0,0,0,The Dash Fit,90,171,301,510,1,Audi A4 S-Line,Tech_Purist
2020,Toyota,The Functionalist,1,1,0,0,4,1,1,1,0,1,The Dash Fit,32,42,97,117,1,Toyota Innova Crysta,Practical_Upgrader
2021,Mercedes-Benz,The Functionalist,0,1,1,1,5,0,1,0,0,0,The Dash Fit,42,71,169,242,1,Mercedes AMG C63,Family_WorkMom
2025,Tesla,The Purist,0,1,1,0,1,1,0,0,1,0,The Footprint,40,165,380,437,0,Tesla Model Y Performance,Tech_Purist
2021,Porsche,The Purist,0,1,0,0,3,0,0,0,0,1,The Rigidity,62,132,215,375,1,Porsche Taycan Turbo,Tech_Purist
2022,Ford,The Functionalist,1,1,0,1,5,1,1,1,0,1,The Dash Fit,53,81,320,345,1,Ford Bronco Wildtrak,Family_WorkMom
2020,Tesla,The Functionalist,1,1,0,0,5,1,0,0,0,1,The Footprint,82,130,380,405,1,Tesla Model S Plaid,Tech_Purist
2023,BMW,The Purist,0,1,0,0,4,0,0,0,1,0,The Footprint,59,124,247,272,1,BMW X5 M,Tech_Purist
2017,Other,The Functionalist,0,1,1,1,4,1,0,1,0,0,The Rigidity,26,36,75,152,0,Lucid Air Grand Touring,Practical_Upgrader
2022,BMW,The Enthusiast/Builder,1,1,1,0,2,1,0,0,1,0,The Rigidity,98,118,286,527,1,BMW M3 Competition,Elite_Enthusiast
2023,Audi,The Functionalist,0,0,1,0,4,1,0,1,0,0,The Rigidity,51,88,173,247,0,Audi RS6 Avant,Family_WorkMom
2017,Hyundai,The Functionalist,0,0,0,1,2,1,0,0,0,1,The Dash Fit,27,63,198,218,0,Hyundai Tucson,Practical_Upgrader
2018,Honda,The Functionalist,0,1,1,0,2,1,1,1,0,1,The Dash Fit,30,59,80,206,0,Honda City ZX,Practical_Upgrader
2020,Land Rover,The Functionalist,0,0,0,1,5,1,1,0,0,0,The Rigidity,30,91,266,291,1,Land Rover Discovery 5,Family_WorkMom
2023,Tesla,The Purist,1,1,0,0,2,1,0,0,0,1,The Interaction,52,153,321,388,1,Tesla Model S Plaid,Tech_Purist
2020,Mercedes-Benz,The Purist,1,0,1,1,4,1,1,1,0,1,The Dash Fit,41,128,174,387,1,Mercedes GLE 53 AMG,Family_WorkMom
2020,BMW,The Functionalist,0,1,0,1,5,1,0,0,1,0,The Rigidity,140,160,308,338,1,BMW 5 Series xDrive,Elite_Enthusiast
2023,Jeep,The Purist,1,1,0,0,3,1,1,1,0,0,The Footprint,120,135,260,295,0,Jeep Grand Cherokee L,Family_WorkMom
2023,Jeep,The Functionalist,1,1,1,1,5,1,1,1,1,1,The Dash Fit,41,79,320,417,1,Jeep Gladiator Mojave,Family_WorkMom
2024,BMW,The Enthusiast/Builder,0,1,0,0,5,1,0,0,1,0,The Interaction,119,139,266,336,1,BMW M3 Competition,Tech_Purist
2023,Mercedes-Benz,The Functionalist,1,0,0,1,4,1,1,0,1,0,The Rigidity,82,119,306,351,1,Mercedes EQS 580,Elite_Enthusiast
2017,Other,The Functionalist,1,0,0,1,2,0,1,1,0,1,The Dash Fit,37,63,108,245,0,Lucid Air Grand Touring,Practical_Upgrader
2021,Honda,The Purist,1,0,1,1,3,1,1,0,0,0,The Rigidity,32,75,184,219,0,Honda Amaze,Practical_Upgrader
2024,Porsche,The Purist,1,1,1,0,3,1,1,0,1,1,The Interaction,94,122,262,287,1,Porsche 911 Carrera S,Tech_Purist
2022,Mercedes-Benz,The Purist,0,1,1,0,3,0,1,0,0,0,The Interaction,65,121,201,428,0,Mercedes GLE 53 AMG,Family_WorkMom
2018,Jeep,The Enthusiast/Builder,0,1,1,1,3,1,1,1,0,1,The Dash Fit,35,194,274,299,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2017,Nissan,The Functionalist,1,0,0,1,5,0,1,1,0,1,The Rigidity,31,69,157,177,1,Nissan Magnite Turbo,Practical_Upgrader
2023,Tesla,The Enthusiast/Builder,0,1,0,0,2,1,1,0,0,1,The Footprint,69,135,380,405,0,Tesla Model S Plaid,Tech_Purist
2022,Porsche,The Enthusiast/Builder,1,1,1,1,5,1,1,1,0,1,The Rigidity,89,254,312,627,1,Porsche Macan GTS,Elite_Enthusiast
2019,Maruti Suzuki,The Enthusiast/Builder,0,0,1,1,1,1,1,0,0,1,The Footprint,25,56,155,175,0,Maruti Swift ZXI,Practical_Upgrader
2018,Honda,The Functionalist,1,0,1,1,4,1,1,1,1,0,The Dash Fit,31,65,80,131,1,Honda City ZX,Practical_Upgrader
2019,Maruti Suzuki,The Purist,0,0,1,1,5,1,0,1,0,1,The Interaction,34,61,146,235,1,Maruti Swift ZXI,Practical_Upgrader
2025,Porsche,The Purist,1,1,1,1,3,1,0,0,1,0,The Rigidity,7,138,299,575,1,Porsche Taycan Turbo,Tech_Purist
2025,Tesla,The Purist,0,1,0,1,2,1,0,1,0,1,The Dash Fit,82,146,298,446,0,Tesla Model 3 Long Range,Tech_Purist
2023,Audi,The Functionalist,0,0,0,0,4,1,1,1,1,0,The Rigidity,39,117,320,345,1,Audi Q8 e-tron,Family_WorkMom
2023,Honda,The Enthusiast/Builder,1,1,1,1,4,0,1,0,0,0,The Dash Fit,34,56,71,149,1,Honda City ZX,Practical_Upgrader
2014,Hyundai,The Purist,0,1,1,1,4,1,1,1,0,0,The Dash Fit,36,51,70,113,0,Hyundai i20 Sportz,Practical_Upgrader
2021,Audi,The Purist,1,1,0,1,4,1,0,0,1,0,The Rigidity,113,280,450,480,1,Audi RS6 Avant,Elite_Enthusiast
2019,Ford,The Functionalist,1,1,0,1,4,1,0,0,1,0,The Rigidity,116,136,250,388,1,Ford Raptor R,Elite_Enthusiast
2023,Tesla,The Functionalist,0,0,0,1,5,1,1,1,0,1,The Footprint,5,153,193,290,0,Tesla Model 3 Long Range,Family_WorkMom
2022,Honda,The Functionalist,0,1,1,1,5,0,1,1,1,0,The Rigidity,38,71,141,161,1,Honda City ZX,Practical_Upgrader
2016,Kia,The Functionalist,1,0,1,0,3,1,0,0,0,1,The Interaction,33,43,97,138,0,Kia Seltos HTX,Practical_Upgrader
2026,Audi,The Enthusiast/Builder,1,1,0,0,5,1,0,1,1,0,The Rigidity,88,129,191,237,1,Audi R8 V10,Elite_Enthusiast
2021,Audi,The Purist,1,1,0,0,4,1,0,0,0,1,The Interaction,64,118,199,542,1,Audi RS6 Avant,Tech_Purist
2025,Tesla,The Functionalist,1,0,1,1,3,1,1,1,0,1,The Interaction,40,180,320,345,1,Tesla Model 3 Long Range,Family_WorkMom
2017,Honda,The Functionalist,0,0,1,1,2,0,0,1,0,1,The Footprint,34,53,68,96,0,Honda Amaze,Practical_Upgrader
2015,Honda,The Functionalist,0,0,0,0,3,1,1,1,0,0,The Dash Fit,41,110,130,163,0,Honda Amaze,Practical_Upgrader
2018,Kia,The Functionalist,0,0,0,1,3,1,1,1,0,1,The Rigidity,32,99,189,209,0,Kia EV6,Practical_Upgrader
2020,Land Rover,The Functionalist,0,1,0,1,1,1,1,1,0,0,The Dash Fit,30,52,318,343,0,Land Rover Defender 110,Family_WorkMom
2020,Tesla,The Enthusiast/Builder,1,0,1,1,4,0,1,1,0,0,The Dash Fit,58,73,153,269,1,Tesla Model S Plaid,Family_WorkMom
2021,Ford,The Purist,1,1,0,1,5,1,1,0,0,1,The Dash Fit,58,95,139,227,1,Ford Mustang GT500,Family_WorkMom
2025,Porsche,The Functionalist,1,1,0,1,5,0,1,0,1,0,The Footprint,129,176,359,389,1,Porsche Macan GTS,Elite_Enthusiast
2018,Other,The Functionalist,1,0,1,1,4,0,1,0,0,1,The Rigidity,15,51,76,164,0,Lucid Air Grand Touring,Practical_Upgrader
2017,Hyundai,The Functionalist,1,0,1,1,5,1,0,0,0,0,The Rigidity,60,74,200,220,1,Hyundai Verna,Practical_Upgrader
2019,Maruti Suzuki,The Purist,1,0,1,0,1,0,0,1,0,1,The Interaction,27,66,169,256,0,Maruti Baleno Alpha,Practical_Upgrader
2020,Honda,The Functionalist,1,1,1,1,3,1,0,0,0,0,The Dash Fit,27,65,80,190,0,Honda City ZX,Practical_Upgrader
2022,Tesla,The Purist,0,1,0,0,4,1,0,0,0,1,The Rigidity,106,135,200,406,1,Tesla Model 3 Long Range,Tech_Purist
2023,Audi,The Purist,1,1,0,1,4,1,0,0,0,1,The Interaction,75,137,258,346,1,Audi RS6 Avant,Tech_Purist
2015,Maruti Suzuki,The Functionalist,1,0,0,0,3,1,1,0,0,1,The Dash Fit,44,75,90,110,0,Maruti Ertiga VXI,Practical_Upgrader
2016,Kia,The Functionalist,1,0,1,0,2,1,1,0,0,1,The Rigidity,30,75,104,124,0,Kia Sonet GT Line,Practical_Upgrader
2024,Porsche,The Enthusiast/Builder,1,0,1,0,5,1,0,0,1,1,The Rigidity,97,148,389,492,1,Porsche Taycan Turbo,Elite_Enthusiast
2020,Mercedes-Benz,The Purist,0,1,1,1,4,1,1,1,0,0,The Rigidity,48,119,317,342,0,Mercedes AMG C63,Family_WorkMom
2023,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,0,The Rigidity,101,160,339,369,1,Mercedes EQS 580,Elite_Enthusiast
2020,Hyundai,The Functionalist,1,0,0,1,4,1,1,0,0,1,The Dash Fit,34,84,99,119,1,Hyundai Tucson,Practical_Upgrader
2021,Audi,The Enthusiast/Builder,1,1,1,0,4,1,0,0,0,0,The Rigidity,45,94,292,317,1,Audi A4 S-Line,Tech_Purist
2023,Mercedes-Benz,The Enthusiast/Builder,1,0,1,1,5,1,1,0,0,0,The Rigidity,82,197,338,397,1,Mercedes AMG C63,Elite_Enthusiast
2022,BMW,The Purist,0,1,0,1,4,1,0,0,0,0,The Footprint,70,138,228,342,0,BMW 5 Series xDrive,Tech_Purist
2026,Tesla,The Enthusiast/Builder,0,0,0,0,3,1,1,0,0,1,The Footprint,130,171,380,405,1,Tesla Model 3 Long Range,Tech_Purist
2022,Jeep,The Functionalist,1,1,1,1,4,1,1,1,0,0,The Dash Fit,52,68,150,500,1,Jeep Gladiator Mojave,Family_WorkMom
2025,Porsche,The Enthusiast/Builder,1,1,0,1,5,1,1,0,1,0,The Rigidity,76,280,310,340,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2024,Tesla,The Purist,1,1,0,0,3,1,1,1,1,1,The Rigidity,60,131,322,417,1,Tesla Model 3 Long Range,Tech_Purist
2018,Land Rover,The Functionalist,1,1,0,0,3,1,1,1,0,0,The Footprint,47,104,179,216,1,Land Rover Defender 110,Family_WorkMom
2024,Tesla,The Purist,1,1,0,1,2,0,0,1,1,1,The Rigidity,51,182,207,580,0,Tesla Model X,Tech_Purist
2026,Land Rover,The Purist,1,1,1,0,5,1,1,1,0,1,The Dash Fit,48,83,259,500,1,Land Rover Defender 110,Family_WorkMom
2019,Toyota,The Functionalist,1,0,1,1,2,1,1,0,0,1,The Dash Fit,46,70,137,157,0,Toyota Innova Crysta,Practical_Upgrader
2025,Porsche,The Purist,0,0,1,1,4,1,0,0,0,0,The Interaction,57,102,353,378,1,Porsche Cayman 718 GT4,Tech_Purist
